Title	Description	Category	ID	Item ID	Condition	Price	Model	Storage	Image 1	Image 2	Image 3
Apple iPhone 5c (Latest Model) - 16GB - White Smartphone	New unopened white iphone 5c 16g verizon, clean esn. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	643	201065177349	6	398.85	6	2	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/hjwAAOxyjxlTOyd1/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LQQAAMXQuTNTOyd6/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/k5YAAOxy039TOyeA/$_12.JPG?set_id=880000500F
<CLEAN ESN> Apple iPhone 5s (Latest Model)  - 16GB - Silver (Sprint) Smartphone	Device has a CLEAN ESN. Last Bill has been fully paid Device includes charger and new EarBuds There are Minor scratches around edges	Cell Phones & Accessories:Cell Phones & Smartphones	644	111316428259	2	350.0	7	2	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/lioAAMXQuTNTMDXh/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xUQAAOxy0zhTMDDo/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/aFUAAOxyyq5TMDDs/$_1.JPG?set_id=8800005007
Factory Sealed Apple iPhone 5s - 16GB - Silver (T-Mobile)  **BLOCKED IMEI**	Description Payment Shipping Returns & Feedback Contact Apple iPhone 5S T-Mobile Silver 16gb (BAD ESN) Description: iPhone 5S Silver 16gb Condition:NEVER USED. Flawless. Still has plastic cover on screen. Functionality:BAD ESN. BLOCKED IMEI. CANNOT BE USED ON T-MOBILE. Fully functional. Works fine. Just cannot be used on t-mobile What's Included:-Phone-Working Battery-Charger-Box-Manual -Headphones What's NOT Included: Payment We only accept PayPal payments. Immediate payment may be necessary. If payment is not received within 4 days of the auction end date an unpaid item case will be opened. If payment is not received by the 9th day the item will be relisted and an unpaid item claim will be reported. Payment will not be accepted beyond this point. Please pay promptly so that we can ship your item as soon as possible. Shipping We are devoted to Fast and Free shipping. All items will be shipped within 24 hours of receiving payment, with the exception of weekends and holidays. Auctions won on weekends or holidays will be shipped the following business day. We participate in Ebay's Global Shipping Program. All international orders are shipped through this program. Additional fees apply for ebay global shipping. We only ship to PayPal confirmed addresses. Any item that is returned to us as undeliverable will receive additional shipping charges. Any auctions that sell for $250 or more will require signature confirmation when delivered. Returns & Feedback All sales are final. The item may not be exchanged for a different item and it may not be returned due to buyer's remorse. Please be sure to read the item description carefully in order to know for sure what you are bidding on before placing a bid. All of our items come with a 30 day guarantee that covers the full functionality of the product. If you have any issues with the performance of your item, please contact us through eBay messages and we will either issue a refund or provide you with a replacement of the same make and model. All refunds are processed within 7 days of receiving the item. US Customers: All shipping costs will be covered by us. International Customer: We do not pay for return shipping and tarrifs. Any return shipping expensive will be paid by the buyer. Positive feedback and a high star rating are extremely important to us. Customer care is our top priority. If you have any issues, please contact us before leaving negative feedback. We will take care of any problems that may arise. Contact Us If you have any questions or concerns, please contact us through eBay messages. All customer care related questions and queries are handled through eBay messages. We typically respond within 1 business day. Our customer care hours are as follows, Monday-Friday 9:00am to 5:00pm EST Messages received on weekends or holidays will be responded to on the next business day. Description Payment Shipping Returns & Feedback Contact	Cell Phones & Accessories:Cell Phones & Smartphones	645	221409052833	2	405.0	7	2	http://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/fyUAAOxyUgtTPcni/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg5MDA=/z/JXgAAMXQeKNTPcnl/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg5MDA=/z/UqoAAOxy4eJTPcnm/$_1.JPG?set_id=880000500F
Apple iPhone 4 - 32GB - Black (Verizon) Smartphone	MINT CONDITION!! NO DINGS OR SCRATCHES!	Cell Phones & Accessories:Cell Phones & Smartphones	646	271437895494	2	102.5	3	3	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/bYEAAOxy039TNeC6/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Qv0AAOxyCGNTNeDD/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/p8MAAOxy4eJTNeDN/$_1.JPG?set_id=8800005007
Apple iPhone 4s - 16GB - Black (AT&T) Smartphone (MC922LL/A)	FOR SALE: iPhone 4S, Black, 16GB Powers on but does not work. The screen flickers and does not read. We did a clean wipe of all contents. Cracked front screen in several places. Back is fine. Comes in its original box with headphones and instruction manual.	Cell Phones & Accessories:Cell Phones & Smartphones	647	251489307806	1	112.5	4	2	http://i.ebayimg.com/00/s/MTI4MFg5NjA=/z/VFMAAOxyhXRTNd6V/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/OTYwWDEyODA=/z/uIAAAOxyUgtTNd6X/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/OTYwWDEyODA=/z/QusAAOxy039TNd6b/$_1.JPG?set_id=8800005007
Apple iPhone 4s - 16GB - White (Sprint) ESN CLEAN EXCELLENT CONDITION w/ Extras	I am selling a used iPhone 4S for sprint in white. This phone has always been in a case, not the one included, but otter box cases. I take very good care of my electronics and this phone has always had a case protected by it, as well as, a front and back screen protector. What you see on the phone are the old screen protectors, underneath them is a FLAWLESS SCREEN. There are blemishes on the sides of the phones, (silver edgings), from the cases. I personally do not think it is a big deal because any cases will cover that up right away. Other than that, this phone is in perfect working condition.I will include 5 front and two back, brand new very excellent brand screen protectors, for you to have as backups and for you to replace this old screen protector when you receive it. Also included: New Headphones New Wall Charger and USB cable for charging only Slightly used holographic case iPhone 4s 5 front NEW screen protectors 2 back NEW screen protectorsEXTRAS: I will include a CD slot car mount for anyone who wants it (you must notify me)  I will jailbreak the device if you would like it jail broken (user discretion is advised I am not responsible for the device after it leaves my home) I am very experienced with jailbroken devices; this one however has a Basic Stock iOS *Paypal Certified* Normal 0 false false false EN-US JA X-NONE	Cell Phones & Accessories:Cell Phones & Smartphones	648	111314685404	2	163.71	4	2	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/gPkAAOxyCGNTOH-B/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/NJkAAMXQeKNTOH~Y/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/F6QAAOxy039TOIAU/$_1.JPG?set_id=8800005007
Iphone 4 8GB Black Verizon	It works!!!!! Still could be used, or might use for parts?!!! No charger, but comes with original unused earphones. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	649	331167754933	2	48.0	3	1	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/fQ0AAOxyTMdTOyXF/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/pg8AAMXQydtTOyXG/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/Pu4AAMXQeKNTOyXJ/$_12.JPG?set_id=880000500F
Apple iPhone 4s 16GB Black (Verizon) Smartphone Water Damage	"For auction is a Verizon iPhone 4s 16GB smartphone in black. This phone is in used condition and it has been kept in a case. However it does have water damage. I spilled a drink on it and quickly wiped it clean and let it dry. It came back to life and I continued using it. Currently running Apple's software version 7.1. This phone is out of contract so you will be able to activate it on a Verizon line. The only problems I have found so far are - The volume keys work but do not always show the volume bars going up or down so you have to guess. The phone does not always make sound. I went for days with no sound what-so-ever, than suddenly it makes a noise and it's gone again. So I believe there is an issue with the speakers. Sometimes it will not power off completely. It hasn't done this for a while but could start up again. I cannot guarantee that this phone will not have other issues therefore I am listing it as ""parts or not working"". I will reset the phone before shipping. It will ship in it's original box. The ear buds, USB cable and power adapter are NOT included. (seems gross to pass on used ear buds..) Please ask all questions before bidding. This sale is final and I will not accept returns."	Cell Phones & Accessories:Cell Phones & Smartphones	650	321364442684	1	130.4	4	2	http://i.ebayimg.com/00/s/MTM3NVgxNjAw/z/dZMAAOxykmZTNdkX/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/xOEAAOxy039TNdkt/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MzY5WDE2MDA=/z/pH4AAMXQydtTNdkw/$_1.JPG?set_id=8800005007
Lightly Used Apple iPhone 5 - 32GB - White & Silver (Verizon) Smartphone	Product Details: - Lightly Used Verizon white/silver iPhone 5 32GB - Full Data Wipe - Factory Restored to original software - Tested for basic functions. Including charging, power up, loud speaker, ear piece speaker, touch screen, bluetooth, and wifi! - This phone is iCloud free - Auction is for the phone only - We do not send out MEID/ESN numbers - This auction is being sold AS IS! No returns will be accepted! What you see is what you will receive. Shipping: We do NOT ship outside the United States. We will NOT entertain doing so either. We ONLY ship using UPS Ground and will NOT entertain using FedEx, USPS, etc. If you do not agree with our shipping company and/or shipping cost, please do NOT bid on our auctions. Once you place a bid/Buy It Now, the item is yours. Payment is required within two days of auction's end, or an Unpaid Item case will be opened.	Cell Phones & Accessories:Cell Phones & Smartphones	651	131156458554	2	335.12	5	3	http://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/FjIAAOxy4eJTOyY3/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/b3oAAOxyCGNTOyY6/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/Zg8AAOxydUJTOyY-/$_1.JPG?set_id=880000500F
Apple iPhone 4 - 32GB - Black (Verizon) Smartphone (MC678LL/A) CLEAN ESN !!	"***!!!!!!! Apple iPhone 4 - 32GB - Black (Verizon) Smartphone (MC678LL/A) CLEAN ESN !! !! !!!!!!**** This really hot SUPER SEXY Apple iPhone 4 - 32GB - Black (Verizon) Smartphone (MC678LL/A) is used and in very good condition with few signs of use. Wifi, Camera, Sound, Volume Button, Home Button & Sleep Button are all working perfectly fine. There are no dents at all but there are very fine light scratches in corners. It charges plays music or videos perfectly. The back shows very few signs of use with very few scratches. It has excellent customer reviews all over and a must buy if you have been looking for a nice Apple iPhone 4 - 32GB - Black with excellent quality. ESN is clean with Verizon so it will be easily activate for data use. CONTENTS: It comes with Apple iPhone 4 - 32GB - Black (Verizon) Smartphone (MC678LL/A) only. NOTES: It doesn't come with original box & any other accessories. 100% original or your money back. So buy with confidence. Great gift for yourself, or anybody you care for !!! Please check our positive feedbacks from over 6000 satisfied customers who have already bought our Product. OUR POLICIES: * SATISFACTION GURANTEED 101% We want you to be 101% satisfied with your purchase. We will try our best to have good business with you. Please let us know if there is anything we can do to offer you the best shopping experience. * ""NO HASSLE, NO QUESTIONS ASKED"" return and refund policy. If for any reason you are not totally satisfied, please contact us within 14 days of receipt of your purchase. We will refund your purchase price excluding shipping & handling and 15%25 restocking fee. We wont issue refund for items that have been used or altered in any way. * ON TIME SHIPPING All packages are processed through our expedited support for accuracy and on-time delivery. Each package has a tracking number (except for international delievery) for easy online delivery status. Shipping insurance is highly recommended but is optional. We will not be responsible for items lost or damaged once it leaves our care. * RETURN SHIPPING If an item you received is defective, we will certainly replace the item with a new one, however we don't reimburse the shipping cost for returning defective merchandise back to us. Return shipping cost ( the cost to send an item back to us) is similar to your cost of driving back to any store for returning an item, which is not reimbursable. We will ship the replacement product to you at our cost.The replacement will be shipped within four business days following our receipt of your return. Please allow additional processing time after Holidays.We try our level best to ship a replacement as quick as possible but we do not send replacements before we receive and inspect the returned merchandise. * COURTEOUS & PROFESSIONAL STAFF Our trained staff is here to help! Emails are answered generally within 24 hours (unless were on holidays). * BRAND NEW All items we sell are Brand New unless otherwise stated and never been used before guaranteed. * OUR GUARANTEE We guarantee that you will receive this item as per the description. Top Quality Product & Top Quality Service! Bid with 100%25 Confidence! Powered by eBay Blackthorne 04.13.019"	Cell Phones & Accessories:Cell Phones & Smartphones	652	171286797297	2	107.51	3	3	http://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/Wu8AAOxyjxlTOyW6/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/jDcAAOxyhXRTOyW8/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/WtMAAOxykmZTOyW8/$_1.JPG?set_id=880000500F
Apple iPhone 4 - 16GB - Black (AT&T) Smartphone (MC318LL/A)	This phone is in EXCELLENT condition. No scratches or cracks. Comes with aftermarket (not original) usb charger.	Cell Phones & Accessories:Cell Phones & Smartphones	653	111314683946	2	137.5	3	2	http://i.ebayimg.com/00/s/NTIyWDkyOA==/z/5U8AAMXQuTNTOIIe/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NTIyWDkyOA==/z/H00AAOxy4eJTOIIL/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NTIyWDkyOA==/z/csoAAMXQeKNTOIJC/$_12.JPG?set_id=880000500F
Apple iPhone 4-32GB - Black ( unlocked ) Smartphone AT&T & T-Mobile	Apple Black iPhone 4 32GB ( Unlocked ) - Unlocked for T-Mobile/Simple/AT&T This is a unlocked iPhone 4 32GB. This is a PERMANENT Unlock, meaning even if you update the software or restore the phone, you will still keep the Unlock! This phone will work with ANY Sim Card in ANY country! The phone is in great Condition, easily 9.2 out of 10. You'd have to look really hard to see anything else. This phone looks beautiful! Comes with: This iphone comes with original ( box, paperwork, usb cable, and charger, headphone).	Cell Phones & Accessories:Cell Phones & Smartphones	654	191122915734	2	247.5	3	3	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/VYAAAOxy4dNSw1y5/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/c-IAAOxydlFSw1zD/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ieAAAMXQlgtSw1zO/$_1.JPG?set_id=880000500F
Apple iPhone 4S 16GB - AT&T - White Smartphone - Excellent Condition	AT&T IPhone 4S in excellent condition! NO cracks, NO scuffs, NO scratches! All pics are of the actual phone and actual charger and cable that you are bidding on. Works perfectly and updated to the latest iOS 7.1 Includes a charger and cable (as pictured.) Of course it will not include the SIM.	Cell Phones & Accessories:Cell Phones & Smartphones	655	281300257958	2	219.99	4	2	http://i.ebayimg.com/00/s/MTYwMFgxMTgw/z/S3sAAMXQeKNTMbgu/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg4MzQ=/z/CK0AAOxykmZTMbZI/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg5MDA=/z/uXUAAOxyCGNTMbZK/$_1.JPG?set_id=880000500F
Apple iPhone 4 - 32GB - Black (AT&T) Smartphone (MC319LL/A)	I have a used iphone 4 32GB, it works perfectly besides the voice, you need to download an app called talkatone to make voice calls. Also you have to be a at&t user OR have straighttalk through at&t. If you need more info please feel free to contact me. It does come with a charger.	Cell Phones & Accessories:Cell Phones & Smartphones	656	111316423393	2	96.75	3	3	http://i.ebayimg.com/00/s/MTEwMVgxNDY4/z/T04AAOxyTMdTOxJ3/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTEwMVgxNDY4/z/K9gAAOxy0zhTOxKc/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTEwMVgxNDU5/z/uZMAAMXQuTNTOxKK/$_12.JPG?set_id=880000500F
Apple iPhone 4S - 16GB - White (Verizon, Pageplus, Cricket)	Up for sale is a verizon iPhone 4s 16GB VERY GOOD CONDITION! Has been kept in a case since purchase. ESN IS CLEAN! Ready to activate the moment you get it! Comes with everything pictured, phone, home charger, ear buds (not original that came with phone but still Apple product). Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	657	261437356344	2	199.99	4	2	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Ay4AAMXQeKNTKe~P/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/PqsAAOxyjxlTKe~W/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EFYAAMXQydtTKe~a/$_12.JPG?set_id=880000500F
APPLE iPhone 1st GENERATION A1203 8GB Clean ESN! BUNDLE w Charger & Headphones	I am the original owner of this iPhone. It's been sitting in a drawer for the last 3 years after I replaced it with the next model. The phone is still in very good condition and great working order. The front glass was always protected by a screen protector. I just removed it to check the glass for any chips or scratches. Glass looks as though it's new. The iPhone has normal wear and tear markings on it, but not much because it was always in a case. There are no chips or dings on the corners. All buttons and parts are working excellent. iPhone is holding a strong charge. I included pictures to show as much as possible. Please contact me with ANY questions that you might have.I am also including a brand new iPhone charger and headphones!Item will be shipped in my new iPhone box (not the original box that this phone came in) after payment is received. Happy bidding! :-)	Cell Phones & Accessories:Cell Phones & Smartphones	658	231191575549	2	75.56	0	1	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JVwAAOxyhXRTNdxb/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KEIAAOxyTMdTNckH/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/rqgAAMXQeKNTNckC/$_1.JPG?set_id=880000500F
Apple iPhone 4s - 16GB - Black (Unlocked) Smartphone	An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the sellers listing for full details and description of any imperfections.	Cell Phones & Accessories:Cell Phones & Smartphones	659	111312904629	2	247.5	4	2	http://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/9YUAAOxykmZTNd8J/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/RPYAAOxydUJTNd8M/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/INwAAOxyjxlTNd8P/$_1.JPG?set_id=8800005007
Tmobile Iphone 5 Black 16gb	Selling: new iPhone (phone and charger only). My warranty was done and I switched phones and carriers so I decided to switch my old iPhone and Apple gave me a new one. This is a 16gb Black iPhone 5 for tmobile. No scratches, no dings, no problems with it. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	660	141243493035	6	427.0	5	2	http://i.ebayimg.com/00/s/NjIyWDY0MA==/z/PYIAAOxyjxlTOyTA/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NDUwWDM3Mw==/z/8PkAAMXQydtTO6b4/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NDUwWDMzNw==/z/-SMAAOxydUJTO6b5/$_1.JPG?set_id=8800005007
New Iphone 5s 16gb Silver At&t Smartpone Clean ESN !!	BRAND NEW IPHONE 5S 16GB AT&T SILVER SMARTPHONE! STILL HAS THE PROTECTOR ON SCREEN!READY FOR NEW AT&T SERVICE YOU CHOOSE CONTRACT OR NO CONTRACT! ALL ACCESSORIES INCLUDED! THANK YOU!!	Cell Phones & Accessories:Cell Phones & Smartphones	661	201065166718	6	513.0	7	2	http://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/LU8AAOxyUgtTOyeJ/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/wYIAAOxyUgtTOyOA/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/w28AAOxyUgtTOyOU/$_1.JPG?set_id=8800005007
Like New w/ New Screen Apple iPhone 5c (Latest Model) - 16GB - Pink (Verizon)	Product Details: - New Screen Verizon Pink iPhone 5C 16GB - Full Data Wipe - Factory Restored to original software - Tested for basic functions. Including charging, power up, loud speaker, ear piece speaker, touch screen, bluetooth, and wifi! - This phone is iCloud free - Auction is for the phone only - We do not send out MEID/ESN numbers - This auction is being sold AS IS! No returns will be accepted! What you see is what you will receive. Shipping: We do NOT ship outside the United States. We will NOT entertain doing so either. We ONLY ship using UPS Ground and will NOT entertain using FedEx, USPS, etc. If you do not agree with our shipping company and/or shipping cost, please do NOT bid on our auctions. Once you place a bid/Buy It Now, the item is yours. Payment is required within two days of auction's end, or an Unpaid Item case will be opened.	Cell Phones & Accessories:Cell Phones & Smartphones	662	141243490642	6	355.0	6	2	http://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/P7kAAOxyCGNTOyRw/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/GBcAAOxyyq5TOySY/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/MxoAAOxykmZTOyRw/$_1.JPG?set_id=880000500F
Iphone 4 8GB Black Verizon Excellent Condition!!!!!	Excellent condition!!!!!!! Practically NEW!!!!! Absolutely NO scratches!!! I reset it to original!!! Does not come with charger, but comes with original never used earphones!!!! Posted with eBay Mobile Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	663	331167749371	2	76.0	3	1	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/SwoAAOxyTMdTOyPg/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/bwcAAMXQydtTOyPi/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/2CUAAOxy4eJTOyPl/$_12.JPG?set_id=880000500F
Apple iPhone 5 16GB White AT&T Smartphone Clean IMEI iCloud ID Lock	Apple Iphone 5, 16 GB, White from AT&T. Icloud ID locked. Clean IMEI. Great condition. It has minor scratches on the back as you can see in the picture. No scratches on screen. . What you see in the pictures above is what you are going to be bidding on exactly. . This phone is being sold as is for parts . Highest bidder takes it without any reserve to be met! . Any questions please ask before bidding Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	664	121310396059	1	170.0	5	2	http://i.ebayimg.com/00/s/OTE3WDUwMA==/z/PfgAAOxyTMdTM4T-/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NTQ0WDk0NA==/z/GF8AAOxyCGNTM4UC/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NTEyWDk5Mg==/z/mwUAAMXQuTNTM4UH/$_12.JPG?set_id=880000500F
Apple iPhone 4s 32GB White (Verizon) Smartphone Excellent Condition Clean ESN	IPhone 4s 32GB Smartphone in Excellent condition. Manufacturer's box is included with accessories. Clean ESN. It runs IOS 7.0.4 and can be upgraded to the latest version.	Cell Phones & Accessories:Cell Phones & Smartphones	665	191117818903	2	214.5	4	3	http://i.ebayimg.com/00/s/MTYwMFg5MDQ=/z/~QwAAOxyjxlTNd17/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg5MDQ=/z/Aj0AAMXQydtTNd2A/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg5MDQ=/z/iAMAAMXQeKNTNd2F/$_1.JPG?set_id=880000500F
*USED* 16GB Apple iPhone 5C (Sprint) Smartphone CLEAN ESN  GREEN 	jamesplaceresale Store Absolutely Near Mint condition. Ready for activation according to ESN check done. Sprint Ready. Phone and Charger included in this sale. Good Luck Or Buy it Now!   BUY WITH CONFIDENCE    Here at James Place, we sell quality excellent condition items at very affordable prices, and most importantly... COMMUNICATION comes first. We are available to contact any time of day. AUCTIONS    We trust the collector (s) to make an educated decision when bidding. Please review all photos to assist in your bidding. As their purpose is also used as part of the description.   PAYMENT    We accept Payments through PayPal. Purchase protected. Payments must be made within 3 days of purchase, due to the demand of our items. We would like all serious buyers to have a fair chance. SHIPPING    We guarantee fast shipping with tracking and insurance on all items. Shipping, Handling, Tracking and Insurance cost are all included in the listing quote. Combined Shipping discounts available when possible. INTERNATIONAL SHIPPING  Will be shipped through the Global Shipping Program through ebay. Any questions and I will assist.  International Buyers  Please Note: Import duties, taxes, and charges are not included in the item price or shipping cost. These charges are the buyer's responsibility.Please check with your country's customs office to determine what these additional costs will be prior to bidding or buying. QUESTIONS-OFFERS     We GUARANTEE to answer any questions and concerns within a matter of minutes if not seconds, so dont hesitate to ask.   Good Luck.	Cell Phones & Accessories:Cell Phones & Smartphones	666	151268936327	2	246.57	6	2	http://i.ebayimg.com/00/s/ODI2WDk3NQ==/z/VwwAAOxydUJTOkuE/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTMyOFg4MjY=/z/U78AAOxyUgtTOkuS/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/ODI2WDE0Njg=/z/D~8AAOxyjxlTOkuj/$_12.JPG?set_id=880000500F
Iphone 4 8GB Black Verizon Excellent Condition!!!!	Excellent condition!!!!!!!!!!! Only one tiny, barely there scratch!!!!!!! It really isn't worth mentioning, that's how small!!!! My son hardly used and it always had a case on it!!!! I reset it to original!!! Does not come with charger, but comes with original never used earphones!!!! Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	667	231195059699	2	81.0	3	1	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/0MgAAOxy0zhTOyDr/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/dx4AAOxyUgtTOyDt/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/hqwAAOxy4eJTOyDw/$_12.JPG?set_id=880000500F
Apple iPhone 4s - 64GB - Black (AT&T) Smartphone	Very carefully used and with brand new headphones and plug that are still in original shrink wrap. The cable USB cable was used so I'm including (for free) a brand new and unopened official Apple USB plus adapter (I paid $30 for it). Also for free is a mint Tory Burch gel case (paid $40 for it). Only minor blemish is on the back close to the camera. The phone functions perfectly in every way. I've also requested an AT&T unlock code which AT&T should provide within 48 hours, at which point this can be used on an GSM network. Thanks for looking at my listing. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	668	161265757200	2	285.0	4	4	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/8T4AAMXQeKNTOyLl/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/rdEAAMXQuTNTOyLn/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EmsAAOxydUJTOyLp/$_12.JPG?set_id=880000500F
Iphone 5 32gb White (Sprint) Clean ESN, Perfect Working Condition	Like new condition. Comes with white and grey gently used Otterbox case, screen protector ( already on phone), earphones, and charger. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	669	161267353207	2	326.0	5	3	http://i.ebayimg.com/00/s/NTAwWDM3NQ==/z/aiAAAOxyCGNTKpHy/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NTAwWDM3NQ==/z/escAAOxyUgtTKpH0/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Mr8AAOxyTMdTKx1J/$_12.JPG?set_id=880000500F
